Tweet_ID,Hastag
1477084462106222595,#COVID19Jamaica
1477084462106222595,#covid19
1477084462244675586,#NYE
1477084464723513346,#Omicron
1477084468242522113,#BREAKING
1477084468242522113,#Israel
1477084468242522113,#florona
1477084468242522113,#COVID19
1477084468632510465,#COVID19
1477084469139894272,#Pfizers
1477084469139894272,#COVID19
1477084469228195841,#londonfireworks
1477084472075980800,#nswpol
1477084472075980800,#auspol
1477084472495558659,#COVID
1477084472562663427,#Nuremberg2ticktock
1477084473095241734,#Pfizers
1477084473095241734,#COVID19
1477084473183260672,#VaxSideEffects
1477084473183260672,#Australia
1477084473183260672,#DoNotComplyEVER
1477084473183260672,#NoJab4Me
1477084473183260672,#CovidianPsychopaths
1477084473183260672,#ItsNotSafe
1477084473183260672,#thalidomide
1477084473183260672,#FauciLiedMillionsDied
1477084473183260672,#GatesFundedDepopulation
1477084473246240768,#covid19
1477084473304911873,#VacúnatePorTu2022
1477084473762189316,#Arizona
1477084474471063553,#COVID19
1477084474471063553,#COVID19
1477084475326550017,#LetItRip
1477084476924518401,#SobatKY
1477084476924518401,#tahunbaru2022
1477084477239271425,#Omicron
1477084478552035329,#thisisfine
1477084480779206658,#Covid
1477084481303547905,#COVID
1477084481538383872,#COVID19
1477084482507206658,#KristPerawat
1477084482507206658,#SingtoPrachaya
1477084482796617730,#KKM
1477084482796617730,#MalaysiaGazette
1477084485837635584,#WheresRon
1477084485837635584,#DeSantisIsAWOL
1477084485837635584,#COVID19
1477084486122844161,#livewithit
1477084486122844161,#CarryOn
1477084486122844161,#LiberalismIsAMentalDisorder
1477084487448424449,#covid19qld
1477084491428548612,#covid19
1477084491428548612,#asociadosfccv
1477084494318342144,#EpiCookieChallenge
1477084494318342144,#Datavisualization
1477084494318342144,#scicomm
1477084494670614532,#NY
1477084495538896898,#maskup
1477084495538896898,#OmicronVirus
1477084495568424960,#Hypocrite
1477084498059677696,#LNPDeathCult
1477084498059677696,#Domicron
1477084498261155846,#SpiderManNoWayHome
1477084501641773056,#itemsfantasmas
1477084501641773056,#Bolivia
1477084501641773056,#Bolivianos
1477084501641773056,#SantaCruz
1477084501641773056,#SantaCruzBo
1477084501641773056,#CORRUPCION
1477084501641773056,#racismo
1477084501641773056,#corruptos
1477084501641773056,#COVID19
1477084501641773056,#coronavirus
1477084501641773056,#indigenas
1477084501641773056,#collas
1477084501641773056,#cambas
1477084501641773056,#robodelsiglo
1477084501641773056,#pitita
1477084501641773056,#ladron
1477084501641773056,#senkata
1477084501641773056,#sacaba
1477084501641773056,#DDHH
1477084501641773056,#FernandoCamacho
1477084501641773056,#AngelicaSosa
1477084501641773056,#LaPaz
1477084501641773056,#ElAlto
1477084501641773056,#EvoMorales
1477084502128091137,#COVID19
1477084502128091137,#CoWIN
1477084502468055041,#ConLosRe
1477084504149921794,#COVID19
1477084504149921794,#CNNNYE
1477084504149921794,#HAPPYNEWYEAR2022
1477084504149921794,#Happy2022
1477084504149921794,#NewYear2022
1477084504149921794,#NYE2022
1477084505655726085,#Omicron
1477084506007879680,#Ravens
1477084506007879680,#Harbaugh
1477084506007879680,#Godwin
1477084506007879680,#COVID19
1477084506733654028,#COVID19
1477084507513700358,#Teachers
1477084507513700358,#education
1477084508017025025,#NoVaccinePassportsAnywhere
1477084509396942848,#Covid19
1477084509396942848,#Guadeloupe
1477084509665439747,#Covid
1477084511384965127,#TeamReality
1477084511640834048,#COVID19
1477084511640834048,#CoWIN
1477084512412708865,#yummy
1477084512412708865,#hellofresh
1477084512412708865,#covid
1477084512412708865,#Quarantine
1477084512412708865,#goodfood
1477084514014744584,#honolulu
1477084514014744584,#maui
1477084514711224332,#coronavirus
1477084514711224332,#vaccine
1477084516644577281,#bcpoli
1477084516799823872,#Covid19
1477084519807303685,#Florona
1477084522361630724,#COVID1
1477084522952880128,#COVID19
1477084523422617602,#Belfast
1477084523422617602,#NoVaccinePassportsAnywhere
1477084523422617602,#NorthernIreland
1477084523422617602,#goodriddance
1477084524731269120,#RobertMalone
1477084524731269120,#Jo
1477084526887251969,#COVID19
1477084529810677760,#COVID19
1477084530209132553,#LOVE
1477084530209132553,#JoyTrain
1477084530209132553,#Joy
1477084530209132553,#Kindness
1477084530209132553,#Quote
1477084530209132553,#COVID19
1477084530209132553,#MentalHealth
1477084530209132553,#Mindfulness
1477084530209132553,#GoldenHearts
1477084530209132553,#IAM
1477084530209132553,#Quo
1477084532247384064,#Covid19
1477084532247384064,#COVID19
1477084532247384064,#HNY
1477084532247384064,#HappyMEWyear2022
1477084532247384064,#HAPPYNEWYEAR2022
1477084532964745221,#WhereIsRon
1477084533350895617,#COVID19
1477084533656854528,#perspective
1477084534223036417,#buocdieuky
1477084534223036417,#chamsocda
1477084534223036417,#suckhoe
1477084534223036417,#covid19
1477084534223036417,#covid
1477084535405879301,#COVID
1477084536366252037,#NoVaccinePassportsAnywhere
1477084536437678084,#londonfireworks
1477084538266390531,#itchythroat
1477084539071746055,#SurgeryTweet
1477084539071746055,#Covid19
1477084542464761857,#Omicron
1477084543987421184,#onpoli
1477084544654508035,#AAP
1477084544654508035,#ChotaModi
1477084544654508035,#kejriwa
1477084545824571398,#bbcn
1477084546185240578,#COVID19
1477084546549968896,#Omicron
1477084550731681795,#COVID19
1477084550731681795,#RapidAntigenTests
1477084551423967239,#Nuremberg2
1477084554510929924,#COVID19
1477084554510929924,#happynewyear2022wishes
1477084560257077253,#retrospectiva
1477084560647065603,#Covid19
1477084560647065603,#Coronavirus
1477084561796444162,#travel
1477084561796444162,#wanderlust
1477084561796444162,#travelling
1477084561796444162,#traveller
1477084561796444162,#travelphotography
1477084561796444162,#instatravel
1477084561796444162,#adventure
1477084561796444162,#journey
1477084561796444162,#travelgram
1477084561796444162,#travelpassion
1477084561796444162,#travellifestyle
1477084561796444162,#myjourney
1477084561796444162,#wonderlust
1477084561796444162,#trip
1477084561796444162,#ilovet
1477084561800450052,#auspol
1477084561800450052,#nswpol
1477084561800450052,#CovidAustralia
1477084562941489152,#NoAlPaseSanitario
1477084562941489152,#Libertad
1477084565105610753,#WhereIsRon
1477084567395868674,#cdcsays
1477084567395868674,#cdc
1477084567395868674,#CDCRecommends
1477084567395868674,#CDCGuidelines
1477084567395868674,#Omicron
1477084567395868674,#skit
1477084567395868674,#comedy
1477084569534828544,#Laboulaye
1477084569534828544,#Nexos
1477084569534828544,#LoViEnNexos
1477084569534828544,#COVID19
1477084569534828544,#Pandemia
1477084569534828544,#casoscovid19
1477084574152802304,#travel
1477084574152802304,#wanderlust
1477084574152802304,#travelling
1477084574152802304,#traveller
1477084574152802304,#travelphotography
1477084574152802304,#instatravel
1477084574152802304,#adventure
1477084574152802304,#journey
1477084574152802304,#travelgram
1477084574152802304,#travelpassion
1477084574152802304,#travellifestyle
1477084574152802304,#myjourney
1477084574152802304,#wonderlust
1477084574152802304,#trip
1477084574152802304,#ilovetravel
1477084574303891461,#COVID
1477084574589063168,#KristPerawat
1477084574589063168,#SingtoPrachaya
1477084577290231809,#IreneChavez
1477084577290231809,#RIPIrene
1477084577290231809,#IreneChavez
1477084578724651013,#GetVaccinated
1477084578770833416,#Omicron
1477084580075261954,#PembinaChippewa
1477084580297510913,#COVID19
1477084580515500034,#covid19tas
1477084584747712517,#CoronaPolizei
1477084584747712517,#SilvesterFeiern
1477084584747712517,#Wien
1477084585796063232,#HAPPYNEWYEAR
1477084585796063232,#TimeZones
1477084585796063232,#PST
1477084585943085060,#LongCovid
1477084588640026629,#Draghi
1477084588887490561,#feliz2022rtve
1477084590120574977,#itemsfantasmas
1477084590120574977,#Bolivia
1477084590120574977,#Bolivianos
1477084590120574977,#SantaCruz
1477084590120574977,#SantaCruzBo
1477084590120574977,#CORRUPCION
1477084590120574977,#racismo
1477084590120574977,#corruptos
1477084590120574977,#COVID19
1477084590120574977,#coronavirus
1477084590120574977,#indigenas
1477084590120574977,#collas
1477084590120574977,#cambas
1477084590120574977,#robodelsiglo
1477084590120574977,#pitita
1477084590120574977,#ladron
1477084590120574977,#senkata
1477084590120574977,#sacaba
1477084590120574977,#DDHH
1477084590120574977,#FernandoCamacho
1477084590120574977,#AngelicaSosa
1477084590120574977,#LaPaz
1477084590120574977,#ElAlto
1477084590120574977,#EvoMorales
1477084590204506113,#GTTO
1477084590204506113,#NHS
1477084590204506113,#JohnsonOut
1477084590204506113,#BrexitShambles
1477084590221103105,#NYE
1477084592033218565,#JornaldaCNN
1477084592251285510,#Slovaquie
1477084596735037447,#COVID19
1477084596735037447,#Sionistas
1477084596814635011,#Omicron
1477084599025033219,#Slovaquie
1477084599394217990,#Macron
1477084599394217990,#COVID19
1477084599394217990,#COVID
1477084600006582278,#covid
1477084601478631424,#londonfireworks
1477084601537413121,#HorrorMovies
1477084601537413121,#Orphan
1477084603416383493,#omicron
1477084608088793090,#bcpoli
1477084608692985859,#beisbol
1477084608692985859,#baseball
1477084608692985859,#omicron
1477084608965582852,#Covid19
1477084608965582852,#vaccine
1477084611427528707,#COVID19
1477084611582828550,#COVID19
1477084611582828550,#Hér
1477084613096796163,#LNPfail
1477084613096796163,#nswcovid
1477084613138948103,#COVID19
1477084617043849221,#COVID19
1477084617651990529,#Guadeloupe
1477084617651990529,#covid
1477084618285277191,#Live365
1477084618285277191,#HAPPYNEWYEAR2022
1477084618285277191,#NewYear2022
1477084618285277191,#Music
1477084618285277191,#AKAradio
1477084619707146241,#PANYC2021
1477084620806103046,#LongCovid
1477084621036609537,#Pandemic2022
1477084621972160515,#NoVaccineMandates
1477084621972160515,#NoVaccinePassportsAnywhere
1477084623616290816,#covid
1477084623616290816,#carabinieri
1477084624668999683,#HappyNewYear
1477084625885437958,#Omicron
1477084626548326406,#londonfireworks
1477084627324088326,#Covid
1477084627324088326,#Hurricane
1477084627324088326,#infrastructure
1477084627324088326,#LPB
1477084628267716612,#COVID19
1477084629207236610,#OmicRon
1477084629828046853,#NoVaccinePassportsAnywhere
1477084630499184644,#Arizona
1477084630612336646,#ont
1477084635830317058,#Year2021
1477084635830317058,#Vox
1477084635830317058,#Recap
1477084635855085571,#DoPe
1477084635855085571,#covidnsw
1477084637759295494,#BRANDON
1477084637759295494,#COVID
1477084637759295494,#ironic
1477084637759295494,#letsgobrandon
1477084637759295494,#republicans
1477084637759295494,#hypocrites
1477084637759295494,#idiots
1477084637759295494,#GOP
1477084637759295494,#GQP
1477084638724112395,#school
1477084639391260674,#YOSHIKI
1477084640204636164,#bts
1477084640204636164,#jin
1477084640204636164,#RM
1477084640204636164,#korean
1477084640204636164,#korea
1477084640204636164,#kpop
1477084640204636164,#covid
1477084643115606019,#londonfireworks
1477084643958484993,#DebraMessing
1477084643958484993,#COVID19
1477084646550773761,#NoVaccinePassportsAnywhere
1477084647670652930,#Pfizers
1477084647670652930,#COVID19
1477084649788686339,#COVID19
1477084653961895936,#Vacuna
1477084653961895936,#COVID19
1477084653961895936,#desmayos
1477084653961895936,#videos
1477084654696083457,#FoxNews
1477084657585958913,#itemsfantasmas
1477084657585958913,#Bolivia
1477084657585958913,#Bolivianos
1477084657585958913,#SantaCruz
1477084657585958913,#SantaCruzBo
1477084657585958913,#CORRUPCION
1477084657585958913,#racismo
1477084657585958913,#corruptos
1477084657585958913,#COVID19
1477084657585958913,#coronavirus
1477084657585958913,#indigenas
1477084657585958913,#collas
1477084657585958913,#cambas
1477084657585958913,#robodelsiglo
1477084657585958913,#pitita
1477084657585958913,#ladron
1477084657585958913,#senkata
1477084657585958913,#sacaba
1477084657585958913,#DDHH
1477084657585958913,#FernandoCamacho
1477084657585958913,#AngelicaSosa
1477084657585958913,#LaPaz
1477084657585958913,#ElAlto
1477084657585958913,#EvoMorales
1477084658743459841,#BryonySeries
1477084658743459841,#Covid19
1477084658743459841,#features
1477084658743459841,#hospitals
1477084658743459841,#animalrescue
1477084658743459841,#localartists
1477084658743459841,#artexhibit
1477084658743459841,#Scholarships
1477084658743459841,#workprograms
1477084658760364034,#Espectaculos
1477084658760364034,#Chilindrina
1477084658760364034,#COVID19
1477084658760364034,#PortaldeNoticias
1477084658781282307,#AñoNuevo
1477084658781282307,#Pandemia
1477084658781282307,#COVID
1477084658819121154,#NoticiasTVN
1477084658831532037,#DiazCanel
1477084658831532037,#Cuba
1477084658831532037,#SomosCuba
1477084658831532037,#RadioCubana
1477084658831532037,#CubaVive
1477084658831532037,#CubaViveYRenace
1477084658831532037,#Feliz2022
1477084658844069888,#Brasil
1477084658844069888,#COVID19
1477084658886230031,#COVID19
1477084659058151432,#COVID19
1477084660593139713,#Omicron
1477084660593139713,#HAPPYNEWYEAR2022
1477084661180510214,#londonfireworks
1477084661394329600,#NUFC
1477084662233247749,#Missouris
1477084662233247749,#COVID19
1477084662652620803,#Easter
1477084662652620803,#Notebook
1477084662652620803,#Omicron
1477084662652620803,#Cardiff
1477084663130865676,#Omicron
1477084663231365120,#watchthisspace
1477084663231365120,#covid19aus
1477084663231365120,#covid19qld
1477084663407681545,#Journal
1477084663407681545,#Omicron
1477084663407681545,#Phoenix
1477084663822880772,#FelizAnoNuevo
1477084663822880772,#Feliz2022
1477084664716275720,#Hypocrite
1477084666481942528,#COVID
1477084668071714822,#StaySafeStayHome
1477084668071714822,#ShopWithGoShop
1477084669401313287,#NewYear2022
1477084669975973895,#Omicron
1477084671100203010,#celebratingathome
1477084671100203010,#NYE
1477084671100203010,#celebratingsafely
1477084671100203010,#omicron
1477084671100203010,#cookie
1477084671100203010,#cookiemonster
1477084671750160388,#RacismWhiteSupremacy
1477084672362491906,#COVID19
1477084673759191042,#Therapy
1477084673759191042,#Psychotherapy
1477084674329567240,#AñoVictoriosoYDePa
1477084675877257216,#JoeRogan
1477084675877257216,#Truth
1477084675877257216,#TruthMatters
1477084675877257216,#COVID19
1477084675877257216,#VaccineMandate
1477084675877257216,#Rober
1477084678783864833,#Omicron
1477084680184733698,#nationalnews
1477084680184733698,#lafm
1477084681770258436,#COVID19
1477084682688905217,#Covid19
1477084683678756872,#Biden
1477084683678756872,#Afghanistan
1477084684840542209,#WhereIsRon
1477084685104787457,#EnfoqueFinal
1477084685779959809,#NYE
1477084686753189888,#TuneinBrasil
1477084687130578944,#greenpass
1477084687130578944,#nogreenpass
1477084687130578944,#nogreenpassobbligatorio
1477084687130578944,#stopcensure
1477084687130578944,#bastadittatura
1477084687130578944,#nessunacorrelazione
1477084687130578944,#vaccino
1477084687130578944,#covid
1477084687130578944,#greenpassobbligatorio
1477084687130578944,#vaccinateviebasta
1477084687130578944,#supergreenpass
1477084687130578944,#NoVaccinoObbligatorio
1477084687130578944,#vaccinoobbligatorio
1477084687130578944,#nobooster
1477084687130578944,#booster
1477084687130578944,#megagreenpass
1477084687247949826,#Gujarat
1477084687247949826,#COVID19
1477084687247949826,#coronavirus
1477084687247949826,#TV9News
1477084688237875201,#COVID19
1477084689395503104,#BREAKING
1477084691475972097,#CashAppyNewYear
1477084691979243520,#itemsfantasmas
1477084691979243520,#Bolivia
1477084691979243520,#Bolivianos
1477084691979243520,#SantaCruz
1477084691979243520,#SantaCruzBo
1477084691979243520,#CORRUPCION
1477084691979243520,#racismo
1477084691979243520,#corruptos
1477084691979243520,#COVID19
1477084691979243520,#coronavirus
1477084691979243520,#indigenas
1477084691979243520,#collas
1477084691979243520,#cambas
1477084691979243520,#robodelsiglo
1477084691979243520,#pitita
1477084691979243520,#ladron
1477084691979243520,#senkata
1477084691979243520,#sacaba
1477084691979243520,#DDHH
1477084691979243520,#FernandoCamacho
1477084691979243520,#AngelicaSosa
1477084691979243520,#LaPaz
1477084691979243520,#ElAlto
1477084691979243520,#EvoMorales
1477084696005988356,#gwynethchua
1477084696005988356,#Omicron
1477084698241159171,#Omicron
1477084698761478150,#humanitarian
1477084698761478150,#love
1477084698761478150,#humanity
1477084698761478150,#charity
1477084698761478150,#nonprofit
1477084698761478150,#covid
1477084698761478150,#donate
1477084698761478150,#help
1477084698761478150,#legend
1477084698761478150,#humanrights
1477084698761478150,#michaeljackson
1477084698761478150,#humanitarian
1477084698883072008,#c
1477084703421202433,#ExtraAttemptForAll
1477084703421202433,#UPSCExtraAttempt
1477084704197287939,#NYE
1477084707569426443,#RadioArtemisa
1477084707569426443,#Cuba
1477084707837730817,#DemsRpaid2lose
1477084707842109443,#COVID19
1477084707900870657,#PrinceWilliamsAffair
1477084708320149504,#COVID19
1477084708320149504,#Devonta
1477084708320149504,#Jordi
1477084708957683721,#COVID19
1477084708957683721,#Minshew
1477084708957683721,#WashingtonFootball
1477084708957683721,#WASvsPHI
1477084709121257472,#KristPerawat
1477084709121257472,#SingtoPrachaya
1477084711105269762,#Omicron
1477084711289647105,#FuerzaAbuelaConQuintoRetiro
1477084711293837314,#NewYears
1477084711365320706,#COVID19
1477084712132882436,#COVID19
1477084712132882436,#Omicron
1477084712132882436,#NewYearsEveParty
1477084714125070337,#LNP
1477084715836493830,#GilbertAZ
1477084718072008710,#CachitosNochevieja
1477084719502147587,#RobertMalone
1477084719502147587,#JoeRogan
1477084719502147587,#TrendTh
1477084720580247553,#Feliz2022
1477084723272949764,#bikesledding
1477084724296364032,#Rentrée
1477084724296364032,#COVID19
1477084724296364032,#AlerteSociale
1477084724610936832,#COVID19
1477084726611562496,#Huacho
1477084729082011648,#CNNNYE
1477084729585328128,#CoronavirusEnBolivia
1477084729585328128,#COVID19
1477084729858052106,#statstwitter
1477084729858052106,#epitwitter
1477084730109489155,#PulseX
1477084730185043970,#Omicron
1477084730440966145,#itemsfantasmas
1477084730440966145,#Bolivia
1477084730440966145,#Bolivianos
1477084730440966145,#SantaCruz
1477084730440966145,#SantaCruzBo
1477084730440966145,#CORRUPCION
1477084730440966145,#racismo
1477084730440966145,#corruptos
1477084730440966145,#COVID19
1477084730440966145,#coronavirus
1477084730440966145,#indigenas
1477084730440966145,#collas
1477084730440966145,#cambas
1477084730440966145,#robodelsiglo
1477084730440966145,#pitita
1477084730440966145,#ladron
1477084730440966145,#senkata
1477084730440966145,#sacaba
1477084730440966145,#DDHH
1477084730440966145,#FernandoCamacho
1477084730440966145,#AngelicaSosa
1477084730440966145,#LaPaz
1477084730440966145,#ElAlto
1477084730440966145,#EvoMorales
1477084731133112324,#medtwitter
1477084731133112324,#blacktwitter
1477084731258855424,#Flurona
1477084731258855424,#Israel
1477084731707584512,#SomosPatriaD
1477084732106149889,#AñoVictoriosoYDePa
1477084732122935301,#FLORONA
1477084733377064962,#CCP
1477084734962356224,#abcn
1477084735163801608,#Especial2021
1477084736506011650,#BestoftheBee2021
1477084737139359750,#ableg
1477084737177014274,#personnesvulnerables
1477084737508454402,#COVID19
1477084737785192450,#socialism
1477084738129125376,#Omicron
1477084739672682496,#Israël
1477084739672682496,#dose
1477084739672682496,#vaccin
1477084740595650563,#COVID19
1477084741258072069,#RonDeathSantiss
1477084743669854212,#COV
1477084745087475719,#masks
1477084745087475719,#lockdown
1477084746786250753,#Canada
1477084746786250753,#COVID19
1477084746786250753,#coronavirus
1477084747088244737,#AocMeltdown
1477084748166090754,#Omicron
1477084751563399169,#bts
1477084751563399169,#jin
1477084751563399169,#RM
1477084751563399169,#korean
1477084751563399169,#korea
1477084751563399169,#kpop
1477084751563399169,#covid
1477084751710273539,#CARPEORO
1477084751710273539,#BERLUSCONI
1477084751710273539,#SILVIOBERLUSCONI
1477084751710273539,#COVID
1477084752133820418,#COVID19
1477084752133820418,#Jalen
1477084753325015043,#Dungarpur
1477084756835803138,#ANF
1477084756835803138,#Cochabamba
1477084756835803138,#coronavirus
1477084757234180096,#SylwesterMarzeń
1477084758391889920,#Pfizer
1477084758391889920,#Vaccine
1477084758391889920,#NoMandates
1477084758391889920,#NaturalImmunity
1477084760912629764,#HAPPYNEWYEAR2022
1477084761856229376,#COVID
1477084764372877312,#woke
1477084764414824450,#EnVideo
1477084765094359044,#BetoForGovernor
1477084765094359044,#AbbottFa
1477084766084091904,#blockchain
1477084766721748998,#Raptors
1477084766721748998,#WeTheNorth
1477084767069913090,#COVID
1477084768202158082,#COVID
1477084770525921281,#Omicron
1477084771998076928,#omicron
1477084773315194885,#Ratchet
1477084774229590021,#CNNNYE
1477084774883864580,#Freedom
1477084774883864580,#NoVaccineNoPandemic
1477084776121176065,#Pfizers
1477084776121176065,#COVID19
1477084776712581121,#AnthonyFauci
1477084776712581121,#COVID19
1477084777542914048,#COVID19
1477084777542914048,#Jalen
1477084779065524225,#COVI
1477084779396882433,#SUPERJUNIOR
1477084780575477765,#thisisfine
1477084780680335365,#COVID19
1477084782043357185,#startyearhealthy
1477084782043357185,#peoplework💹beyourownchampions
1477084782043357185,#NewYear🎊
1477084782043357185,#breakblocks
1477084782043357185,#business💹forwardtogether📈algorithms
1477084782043357185,#AI
1477084782425219073,#none
1477084782467158021,#never
1477084782467158021,#had
1477084782467158021,#Covid19
1477084784723644424,#BroncosCountry
1477084784723644424,#Broncos
1477084784723644424,#NFL
1477084785076051969,#WHO
1477084785076051969,#Trump
1477084785076051969,#Ghebreyesus
1477084786221006850,#itemsfantasmas
1477084786221006850,#Bolivia
1477084786221006850,#Bolivianos
1477084786221006850,#SantaCruz
1477084786221006850,#SantaCruzBo
1477084786221006850,#CORRUPCION
1477084786221006850,#racismo
1477084786221006850,#corruptos
1477084786221006850,#COVID19
1477084786221006850,#coronavirus
1477084786221006850,#indigenas
1477084786221006850,#collas
1477084786221006850,#cambas
1477084786221006850,#robodelsiglo
1477084786221006850,#pitita
1477084786221006850,#ladron
1477084786221006850,#senkata
1477084786221006850,#sacaba
1477084786221006850,#DDHH
1477084786221006850,#FernandoCamacho
1477084786221006850,#AngelicaSosa
1477084786221006850,#LaPaz
1477084786221006850,#ElAlto
1477084786221006850,#EvoMorales
1477084786531446786,#Omicron
1477084787173203970,#Vaccineswork
1477084787173203970,#VaccineMandates
1477084787173203970,#TrumpVirus
1477084787978473472,#FireLecce
1477084789232615424,#DontLookUp
1477084789232615424,#Science
1477084789232615424,#ClimateCrisis
1477084790818062336,#Omicron
1477084791832985601,#Ontario
1477084791858151424,#Omicron
1477084791858151424,#OmicronVariant
1477084791858151424,#UnitedStates
1477084791858151424,#surreal
1477084792831168513,#COVID19
1477084792831168513,#Jalen
1477084796207648768,#OkiCon
1477084797541371905,#BreastCheck
1477084797541371905,#Mammogram
1477084797541371905,#BreastScreening
1477084799189667842,#OmicronDom
1477084799189667842,#BloodOnYourHands
1477084799647072257,#SignFreddie
1477084799705567233,#COVID19
1477084800137801728,#covid19
1477084800154488834,#LongCovid
1477084802817875971,#Omicron
1477084803661176832,#COVID19
1477084803711176707,#COVID19
1477084803711176707,#Godwin
1477084803711176707,#Ravens
1477084803769921537,#COVID19
1477084803769921537,#Godwin
1477084803769921537,#Ravens
1477084803917049859,#COVID19
1477084803917049859,#Godwin
1477084803917049859,#Ravens
1477084804013199361,#COVID19
1477084804013199361,#Godwin
1477084804013199361,#Ravens
1477084804281778182,#DeathdeSantis
1477084804281778182,#Republicans
1477084804281778182,#GOP
1477084804281778182,#Flori
1477084805317926916,#Escher
1477084805317926916,#Corona
1477084806026465287,#cucitangan
1477084806026465287,#prokes
1477084806026465287,#ProkesCegahPandemi
1477084806026465287,#ProkesDisetiapAktifitas
1477084806026465287,#BersatuLawanCorona
1477084806026465287,#polrestabanan
1477084808039866371,#fraudvaccine
1477084809159938054,#Missouris
1477084809784705024,#godawgs
1477084810015166464,#COVID19
1477084810015166464,#Jalen
1477084810661171200,#COVID19
1477084810661171200,#Godwin
1477084810661171200,#Ravens
1477084810757685252,#doomposters
1477084812422746116,#COVID19
1477084812422746116,#Godwin
1477084812422746116,#Ravens
1477084812477296643,#COVID19
1477084812477296643,#Godwin
1477084812477296643,#Ravens
1477084812800368640,#vaccination
1477084812800368640,#suny
1477084812800368640,#cuny
1477084812800368640,#BoosterVaccinatie
1477084812800368640,#Booster
1477084812800368640,#covid
1477084820106792961,#ComunicadoSalud
1477084820106792961,#Vacunas
1477084820106792961,#COVID19
1477084820564029441,#SancaTuitsAwards
1477084820878548993,#COVID19
1477084821465747460,#macron
1477084821465747460,#MacronDegage
1477084821704744963,#omicron
1477084822296150018,#Duchenne
1477084822296150018,#hope
1477084822296150018,#resilience
1477084822296150018,#Inspiration
1477084822388543495,#NoVaccinePassports
1477084822761881602,#itemsfantasmas
1477084822761881602,#Bolivia
1477084822761881602,#Bolivianos
1477084822761881602,#SantaCruz
1477084822761881602,#SantaCruzBo
1477084822761881602,#CORRUPCION
1477084822761881602,#racismo
1477084822761881602,#corruptos
1477084822761881602,#COVID19
1477084822761881602,#coronavirus
1477084822761881602,#indigenas
1477084822761881602,#collas
1477084822761881602,#cambas
1477084822761881602,#robodelsiglo
1477084822761881602,#pitita
1477084822761881602,#ladron
1477084822761881602,#senkata
1477084822761881602,#sacaba
1477084822761881602,#DDHH
1477084822761881602,#FernandoCamacho
1477084822761881602,#AngelicaSosa
1477084822761881602,#LaPaz
1477084822761881602,#ElAlto
1477084822761881602,#EvoMorales
1477084823269294086,#Florona
1477084826146586624,#COVID19
1477084828738592770,#COVID19
1477084828738592770,#Godwin
1477084828738592770,#Ravens
1477084831330697227,#FreshAir
1477084831330697227,#excercise
1477084831330697227,#Omicron
1477084831330697227,#GoOutside
1477084831330697227,#GETOutThere
1477084831330697227,#Canadian
1477084832224133121,#Omicron
1477084832945807360,#Omicron
1477084832954003457,#Wolves
1477084832991793154,#PapaFrancesco
1477084833432145926,#WhereIsRon
1477084833734184964,#thisisfine
1477084834501521410,#NarendraModi
1477084834501521410,#welcome2022
1477084834501521410,#HappyNewYear
1477084834552029186,#NoCompartirAire
1477084835088723969,#SUPERJUNIOR
1477084836980400131,#bcpoli
1477084837714432001,#COVID19AB
1477084837714432001,#FireHinshaw
1477084838381379585,#covid
1477084838960287744,#AnthonyFauci
1477084838960287744,#COVID19
1477084839270666241,#NewYearsRockinEve
1477084840935710722,#NewYorkCity
1477084840935710722,#NewYearEve
1477084842835816455,#godawgs
1477084845851529218,#CNNNYE
1477084846530838530,#COVIDdoesntspreadin4hours
1477084846711361539,#pandémie
1477084846711361539,#FrançoisLegault
1477084846711361539,#pandemie
1477084848758169607,#AñoVictoriosoYDePa
1477084852864401413,#RyanSeacrest
1477084852864401413,#Covid19
1477084857377468425,#Omicron
1477084858753114117,#CNNNYE
1477084861596848129,#GregAbbott
1477084862104354824,#Covid19
1477084862104354824,#driversofhealth
1477084862280572931,#COVID19
1477084862737641473,#Teachers
1477084862737641473,#education
1477084863740235778,#Nuremberg2
1477084863740235778,#EnoughIsEnough
1477084863740235778,#AlexJonesWasRight
1477084864616800258,#covid19
1477084866193891328,#DanielRadcliffe
1477084866193891328,#SteveBuscemi
1477084866193891328,#TV
1477084866193891328,#NotTV
1477084866193891328,#Comedy
1477084866193891328,#Funny
1477084866193891328,#LATE
1477084866193891328,#aWeekLate
1477084866193891328,#StayHome
1477084866193891328,#AloneTogether
1477084866193891328,#WearAmask
1477084866193891328,#MiracleWorkers
1477084866193891328,#TBS
1477084866193891328,#HBO
1477084866193891328,#HBOmax
1477084866193891328,#Binge
1477084866957258755,#A
1477084867359911938,#IchooseCOVAXIN
1477084867359911938,#CovaxinForKids
1477084868181782528,#letitrip
1477084868232183808,#Tirupati
1477084868689334273,#bcpoli
1477084869935222788,#SerieA
1477084869935222788,#COVID19
1477084870451023873,#NYE2021
1477084871998717958,#Fluron
1477084872711852035,#Omicron
1477084873273724928,#bts
1477084873273724928,#jin
1477084873273724928,#RM
1477084873273724928,#korean
1477084873273724928,#korea
1477084873273724928,#kpop
1477084873273724928,#covid
1477084874796371969,#NHS
1477084874796371969,#COVID19
1477084875442114562,#COVID19
1477084875442114562,#auspol
1477084875903705091,#COVID19
1477084875903705091,#Coronavirus
1477084875903705091,#Latinus
1477084875903705091,#Inf
1477084877614895104,#COVID19
